Time [s],Packet,Type,Identifier,Control,Data,CRC,ACK
9.488948166666667,266,REMOTE,0x05FB3188,0x7,,0x0633,ACK
9.547231666666667,267,DATA,0x14306108,0x1,0x08,0x2108,NAK
9.566958874999999,268,REMOTE,0x1EA8718B,0xA,,0x0C46,ACK
9.586978916666666,269,DATA,0x5D5,0x1,0xC6,,
9.686954249999999,270,DATA,0x5D5,0x1,0xC6,0x17E8,NAK
9.690991833333333,271,DATA,0x004,0x0,,0x5A10,ACK
9.747237000000000,272,DATA,0x1C306108,0x1,0x08,0x2108,NAK
9.766956374999999,273,DATA,0x575,0x1,0xC6,0x10D4,ACK
9.786956916666666,274,DATA,0x5D5,0x1,0xC6,0x18D4,ACK
9.806957458333333,275,DATA,0x1FA87188,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
9.826957999999999,276,DATA,0x1EA8718C,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
9.828957250000000,277,DATA,0x545,0x3,0xC4 0x2D 0x88,0x31B8,NAK
9.846962416666667,278,DATA,0x575,0x1,0xC6,0x14D4,ACK
9.848961708333333,279,DATA,0x1EA8B10B,0x1,0x08,0x370D,NAK
9.866982500000001,280,DATA,0x1EA8718E,0x5,0x0C 0x46 0x10 0x84 0x21,,
9.870871708333333,281,REMOTE,0x129710BD,0x0,,0x625C,NAK
10.366964583333333,282,DATA,0x5D5,0x1,0xC6,0x16D4,ACK
10.368940416666666,283,REMOTE,0x554,0x2,,0x5C43,NAK
10.408968833333333,284,DATA,0x1EA8B10F,0x1,0x08,0x3708,NAK
10.426993500000000,285,DATA,0x05F8718C,0x5,0x0C 0x46 0x10 0x84 0x21,,
10.466967250000000,286,DATA,0x5D5,0x1,0xC6,0x18D4,ACK
10.486967791666666,287,DATA,0x1FA8718A,0x5,0x0C 0x46 0x10 0x84 0x21,,
10.646972041666666,288,DATA,0x575,0x1,0xC6,0x14D4,ACK
10.666972583333333,289,DATA,0x555,0x1,0xC6,0x1CD4,ACK
